,route_id,route_name,time,stop_name,lattitude,longitude
59,6,6    Lexington Avenue Local,2020-04-15 01:30:00,Pelham Bay Park,40.852462,-73.828121
60,6,6    Lexington Avenue Local,2020-04-15 01:36:28,Brooklyn Bridge - City Hall,40.713065,-74.004131
61,6,6    Lexington Avenue Local,2020-04-15 01:39:54,Pelham Bay Park,40.852462,-73.828121
62,6,6    Lexington Avenue Local,2020-04-15 01:57:30,Brooklyn Bridge - City Hall,40.713065,-74.004131
63,6,6    Lexington Avenue Local,2020-04-15 01:56:32,Pelham Bay Park,40.852462,-73.828121
64,6,6    Lexington Avenue Local,2020-04-15 02:06:58,Brooklyn Bridge - City Hall,40.713065,-74.004131
65,6,6    Lexington Avenue Local,2020-04-15 02:12:00,Pelham Bay Park,40.852462,-73.828121
66,6,6    Lexington Avenue Local,2020-04-15 02:32:30,Pelham Bay Park,40.852462,-73.828121
67,6,6    Lexington Avenue Local,2020-04-15 02:37:30,Brooklyn Bridge - City Hall,40.713065,-74.004131
68,6,6    Lexington Avenue Local,2020-04-15 03:22:30,Pelham Bay Park,40.852462,-73.828121
69,6,6    Lexington Avenue Local,2020-04-15 00:30:54,Brooklyn Bridge - City Hall,40.713065,-74.004131
70,N,23    Broadway Local,2020-04-15 01:33:00,86 St,40.592721000000004,-73.97823000000001
71,N,23    Broadway Local,2020-04-15 01:20:10,Astoria - Ditmars Blvd,40.775036,-73.91203399999999
72,N,23    Broadway Local,2020-04-15 01:51:03,Astoria - Ditmars Blvd,40.775036,-73.91203399999999
73,N,23    Broadway Local,2020-04-15 01:53:00,86 St,40.592721000000004,-73.97823000000001
74,N,23    Broadway Local,2020-04-15 02:13:00,86 St,40.592721000000004,-73.97823000000001
75,N,23    Broadway Local,2020-04-15 02:44:00,Astoria - Ditmars Blvd,40.775036,-73.91203399999999
76,N,23    Broadway Local,2020-04-15 02:19:33,Astoria - Ditmars Blvd,40.775036,-73.91203399999999
77,N,23    Broadway Local,2020-04-15 02:48:00,Kings Hwy,40.603922999999995,-73.98035300000001
78,N,23    Broadway Local,2020-04-15 03:18:00,Kings Hwy,40.603922999999995,-73.98035300000001
