,route_id,route_name,time,stop_name,lattitude,longitude
88,Q,24    Broadway Express,2020-04-15 02:07:30,96 St,40.784318,-73.947152
89,Q,24    Broadway Express,2020-04-15 02:27:30,96 St,40.784318,-73.947152
90,Q,24    Broadway Express,2020-04-15 02:30:30,Coney Island - Stillwell Av,40.577422,-73.98123299999999
91,Q,24    Broadway Express,2020-04-15 02:47:00,96 St,40.784318,-73.947152
92,Q,24    Broadway Express,2020-04-15 03:00:30,Coney Island - Stillwell Av,40.577422,-73.98123299999999
93,R,25    Broadway Local,2020-04-15 00:58:21,Whitehall St - South Ferry,40.703087,-74.01299399999999
94,R,25    Broadway Local,2020-04-15 01:26:43,Whitehall St - South Ferry,40.703087,-74.01299399999999
95,R,25    Broadway Local,2020-04-15 01:28:30,Bay Ridge - 95 St,40.616622,-74.030876
96,R,25    Broadway Local,2020-04-15 01:05:35,Bay Ridge - 95 St,40.616622,-74.030876
97,R,25    Broadway Local,2020-04-15 01:47:30,Bay Ridge - 95 St,40.616622,-74.030876
98,R,25    Broadway Local,2020-04-15 01:57:00,Whitehall St - South Ferry,40.703087,-74.01299399999999
99,R,25    Broadway Local,2020-04-15 02:07:30,Bay Ridge - 95 St,40.616622,-74.030876
100,R,25    Broadway Local,2020-04-15 02:17:00,Whitehall St - South Ferry,40.703087,-74.01299399999999
101,R,25    Broadway Local,2020-04-15 02:27:30,Bay Ridge - 95 St,40.616622,-74.030876
